,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180,186,label,condition,side,condition-side,uniq-condition
p06.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037589782548905694,0.03442878574460975,0.09396381175850162,0.14414814867208237,0.13258848643108997,0.1710454634200052,0.16138304053540548,0.1742709813168238,0.20558539846735874,0.2317291926854457,0.2404042430318793,0.24222375816816882,0.27873633370172685,0.2645300249141222,0.26776483337927903,0.268005900211505,0.2780830449588841,0.2918269217717889,0.2916668221946123,2,HL,L,HL-L,hetero-high
p09.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05085507353526995,0.05085507353526995,0.05085507353526995,0.05085507353526995,0.15256522060580985,0.15256522060580985,0.25427536767634973,0.25427536767634973,0.25427536767634973,0.25427536767634973,1,LH,L,LH-L,hetero-low
p10.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049304601331415336,0.04377385730748591,0.03974779865074511,0.036534150357919105,0.03401291064091396,0.06217136551583581,0.08750035680070291,0.13581974219356707,0.12799971068919053,0.16890440528945674,0.15679085464656212,0.14834820308552044,0.22338744864736118,0.22994456147945502,0.22064932893917538,0.24273900161301037,0.23480757563915128,0.22282063562253712,0.21822456287418868,0.23277286706580128,0.23277286706580128,3,HH,L,HH-L,homo-high
p11.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09059269216334226,0.08511059897704414,0.08128483387975578,0.07974851810380065,0.07726637440144428,0.07364226387050445,0.14383435132694383,0.13884526760133556,0.20366253919933766,0.19794562215002484,0.19429402500288726,0,LL,L,LL-L,homo-low
p12.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03885361797028191,0.03511370937508966,0.06503119186470432,0.08986743870972125,0.10976329927424981,0.1537245071498141,0.1929650486489305,0.20200158217197026,0.1900200309506309,0.23868668351733022,0.2655864507297478,0.24952504468825212,0.25278205038325396,0.2558974114153427,0.2604442935155174,0.2632241308703936,0.2649350319418554,0.2788789809914268,0.2788789809914268,2,HL,L,HL-L,hetero-high
p13.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03813927035340706,0.034971255806328636,0.03201610134841995,0.030380207284600263,0.05698164791120096,0.07997906736677134,0.10063899631601199,0.0934754992201899,0.13609631230804592,0.12795576717317858,0.1419402752719237,0.1537084284931449,0.18527990056067237,0.17779922201718248,0.18636407484394016,0.19540687661250233,0.2043990990636762,3,HH,L,HH-L,homo-high
p15.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,LH,L,LH-L,hetero-low
p16.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030847886294536105,0.0585563540982778,0.05498875664132052,0.05224802524319246,0.04961072353468593,0.07126496541384429,0.06777757298908627,0.06426032696820552,0.08183575138337373,0.0978365562701241,0.13031922739104698,0.15983616201862252,0.16864385782025582,0.17909910787022162,3,HH,L,HH-L,homo-high
p17.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07871919137041966,0.07281509300097737,0.07239862768911959,0.06598301008090054,0.06204823847048022,0.11885311744664086,0.11301674302191486,0.10809561536645879,0.15400952951846858,0.19719043867605707,0.18812786012050084,0.1790778720870627,0.17147865385041278,0.16411623716311186,0.15765255981884396,0,LL,L,LL-L,homo-low
p18.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038688538745539895,0.10530287142905535,0.09440090798002729,0.17071185997967053,0.1605873931810534,0.17165692630403245,0.18162105367405576,0.20905351471265168,0.25580445486767084,0.25748622301912166,0.2586755595304711,0.2585755046522069,0.2630146494092531,0.3044183579804346,0.31450812051727045,0.3131657423529247,0.3036005095991046,0.3158042057918346,0.35334808983815585,0.3657098582040027,0.365452414900828,2,HL,L,HL-L,hetero-high
